Ciqual AGB,Ciqual code,Nom Français,Groupe d'aliment,Sous-groupe d'aliment,LCI Name,Ingredients,Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
24070,24070,Sablé à la noix de coco,produits céréaliers,céréales de petit-déjeuner et biscuits,Shortbread cookie w coconut,Jaune d'œuf,0.02,0.09,0.01,0.01,0.33,0.02,0.00,0.02,0.03,0.69,8.87,3.87,0.18,0.77,0.13
24070,24070,Sablé à la noix de coco,produits céréaliers,céréales de petit-déjeuner et biscuits,Shortbread cookie w coconut,Farine de blé,0.03,0.14,0.01,0.02,0.63,0.02,0.00,0.01,0.05,2.28,29.92,7.99,0.08,1.28,0.28
24070,24070,Sablé à la noix de coco,produits céréaliers,céréales de petit-déjeuner et biscuits,Shortbread cookie w coconut,Sucre blanc,0.02,0.10,0.01,0.01,0.37,0.02,0.00,0.01,0.03,0.91,5.50,4.22,0.38,0.97,0.22
24070,24070,Sablé à la noix de coco,produits céréaliers,céréales de petit-déjeuner et biscuits,Shortbread cookie w coconut,Autres étapes,0.07,0.40,0.11,0.66,1.07,0.03,0.00,0.01,0.11,1.24,9.07,19.64,0.27,18.09,1.00
24080,24080,"Sablé au cacao ou chocolat, au praliné ou autre",produits céréaliers,céréales de petit-déjeuner et biscuits,"Shortbread cookie with cocoa or chocolate, or praline or other",Beurre,0.27,3.63,0.11,0.12,5.85,0.20,0.03,0.11,0.45,8.99,115.78,22.58,2.37,10.66,4.05
24080,24080,"Sablé au cacao ou chocolat, au praliné ou autre",produits céréaliers,céréales de petit-déjeuner et biscuits,"Shortbread cookie with cocoa or chocolate, or praline or other",Poudre de cacao,0.19,3.12,0.11,0.02,4.74,0.05,0.01,0.03,0.20,10.22,24.30,86.36,1.14,4.68,2.35
24080,24080,"Sablé au cacao ou chocolat, au praliné ou autre",produits céréaliers,céréales de petit-déjeuner et biscuits,"Shortbread cookie with cocoa or chocolate, or praline or other",Blanc d'oeuf,0.03,0.11,0.01,0.02,0.44,0.03,0.00,0.02,0.04,0.92,11.76,5.13,0.23,1.02,0.17
24080,24080,"Sablé au cacao ou chocolat, au praliné ou autre",produits céréaliers,céréales de petit-déjeuner et biscuits,"Shortbread cookie with cocoa or chocolate, or praline or other",Farine de blé,0.03,0.17,0.02,0.03,0.74,0.02,0.00,0.02,0.06,2.64,34.71,9.27,0.10,1.48,0.33
24080,24080,"Sablé au cacao ou chocolat, au praliné ou autre",produits céréaliers,céréales de petit-déjeuner et biscuits,"Shortbread cookie with cocoa or chocolate, or praline or other",Sucre blanc,0.03,0.12,0.01,0.01,0.47,0.03,0.00,0.02,0.04,1.17,7.08,5.44,0.49,1.25,0.29
24080,24080,"Sablé au cacao ou chocolat, au praliné ou autre",produits céréaliers,céréales de petit-déjeuner et biscuits,"Shortbread cookie with cocoa or chocolate, or praline or other",Autres étapes,0.07,0.40,0.11,0.66,1.07,0.03,0.00,0.01,0.11,1.24,9.07,19.64,0.27,18.09,1.00
24072,24072,"Sablé aux fruits (pomme, fruits rouges, etc.)",produits céréaliers,céréales de petit-déjeuner et biscuits,"Shortbread cookie with fruit (apple, red berries, etc.)",Beurre,0.20,2.68,0.08,0.09,4.32,0.15,0.02,0.08,0.33,6.64,85.51,16.68,1.75,7.87,2.99
24072,24072,"Sablé aux fruits (pomme, fruits rouges, etc.)",produits céréaliers,céréales de petit-déjeuner et biscuits,"Shortbread cookie with fruit (apple, red berries, etc.)",Fruits confits,0.02,0.11,0.02,0.11,0.40,0.02,0.00,0.01,0.03,0.86,4.51,4.63,0.47,3.36,0.33
24072,24072,"Sablé aux fruits (pomme, fruits rouges, etc.)",produits céréaliers,céréales de petit-déjeuner et biscuits,"Shortbread cookie with fruit (apple, red berries, etc.)",Blanc d'oeuf,0.03,0.11,0.01,0.02,0.41,0.03,0.00,0.02,0.03,0.87,11.15,4.86,0.22,0.97,0.16
24072,24072,"Sablé aux fruits (pomme, fruits rouges, etc.)",produits céréaliers,céréales de petit-déjeuner et biscuits,"Shortbread cookie with fruit (apple, red berries, etc.)",Jaune d'œuf,0.02,0.09,0.01,0.01,0.33,0.02,0.00,0.02,0.03,0.69,8.87,3.87,0.18,0.77,0.13
24072,24072,"Sablé aux fruits (pomme, fruits rouges, etc.)",produits céréaliers,céréales de petit-déjeuner et biscuits,"Shortbread cookie with fruit (apple, red berries, etc.)",Farine de blé,0.03,0.14,0.01,0.02,0.63,0.02,0.00,0.01,0.05,2.28,29.92,7.99,0.08,1.28,0.28
24072,24072,"Sablé aux fruits (pomme, fruits rouges, etc.)",produits céréaliers,céréales de petit-déjeuner et biscuits,"Shortbread cookie with fruit (apple, red berries, etc.)",Sucre blanc,0.02,0.10,0.01,0.01,0.37,0.02,0.00,0.01,0.03,0.91,5.50,4.22,0.38,0.97,0.22
24072,24072,"Sablé aux fruits (pomme, fruits rouges, etc.)",produits céréaliers,céréales de petit-déjeuner et biscuits,"Shortbread cookie with fruit (apple, red berries, etc.)",Autres étapes,0.07,0.40,0.11,0.66,1.07,0.03,0.00,0.01,0.11,1.24,9.07,19.64,0.27,18.09,1.00
23442,23442,"Pâte sablée, cuite",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, cooked",Beurre,0.28,3.87,0.11,0.13,6.23,0.21,0.03,0.12,0.48,9.57,123.27,24.04,2.52,11.35,4.31
23442,23442,"Pâte sablée, cuite",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, cooked",Blanc d'oeuf,0.03,0.14,0.01,0.02,0.54,0.04,0.01,0.03,0.04,1.13,14.50,6.32,0.29,1.26,0.21
23442,23442,"Pâte sablée, cuite",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, cooked",Farine de blé,0.04,0.20,0.02,0.03,0.87,0.03,0.00,0.02,0.07,3.13,41.12,10.98,0.12,1.75,0.39
23442,23442,"Pâte sablée, cuite",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, cooked",Sucre blanc,0.02,0.10,0.01,0.01,0.37,0.02,0.00,0.01,0.03,0.92,5.60,4.30,0.39,0.99,0.23
23442,23442,"Pâte sablée, cuite",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, cooked",Autres étapes,0.11,0.69,0.17,1.31,1.91,0.03,0.00,0.01,0.15,1.36,5.54,10.01,0.52,35.54,1.81
23448,23448,"Pâte sablée pur beurre, cuite",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, cooked",Beurre,0.28,3.87,0.11,0.13,6.23,0.21,0.03,0.12,0.48,9.57,123.27,24.04,2.52,11.35,4.31
23448,23448,"Pâte sablée pur beurre, cuite",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, cooked",Blanc d'oeuf,0.03,0.14,0.01,0.02,0.54,0.04,0.01,0.03,0.04,1.13,14.50,6.32,0.29,1.26,0.21
23448,23448,"Pâte sablée pur beurre, cuite",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, cooked",Farine de blé,0.04,0.20,0.02,0.03,0.87,0.03,0.00,0.02,0.07,3.13,41.12,10.98,0.12,1.75,0.39
23448,23448,"Pâte sablée pur beurre, cuite",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, cooked",Sucre blanc,0.02,0.10,0.01,0.01,0.37,0.02,0.00,0.01,0.03,0.92,5.60,4.30,0.39,0.99,0.23
23448,23448,"Pâte sablée pur beurre, cuite",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, cooked",Autres étapes,0.11,0.69,0.17,1.31,1.91,0.03,0.00,0.01,0.15,1.36,5.54,10.01,0.52,35.54,1.81
23446,23446,"Pâte sablée pur beurre, surgelée, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, frozen, raw",Beurre,0.27,3.70,0.11,0.12,5.95,0.20,0.03,0.11,0.46,9.14,117.81,22.98,2.41,10.85,4.12
23446,23446,"Pâte sablée pur beurre, surgelée, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, frozen, raw",Blanc d'oeuf,0.03,0.13,0.01,0.02,0.51,0.04,0.01,0.02,0.04,1.08,13.86,6.04,0.28,1.20,0.21
23446,23446,"Pâte sablée pur beurre, surgelée, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, frozen, raw",Farine de blé,0.04,0.19,0.02,0.03,0.83,0.03,0.00,0.02,0.07,2.99,39.30,10.49,0.11,1.68,0.37
23446,23446,"Pâte sablée pur beurre, surgelée, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, frozen, raw",Sucre blanc,0.02,0.09,0.01,0.01,0.36,0.02,0.00,0.01,0.03,0.88,5.36,4.11,0.37,0.95,0.22
23446,23446,"Pâte sablée pur beurre, surgelée, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, frozen, raw",Autres étapes,0.12,0.71,0.19,1.55,1.91,0.03,0.00,0.01,0.16,1.35,5.45,11.13,0.56,40.40,2.00
23444,23444,"Pâte sablée pur beurre, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, raw",Beurre,0.28,3.87,0.11,0.13,6.23,0.21,0.03,0.12,0.48,9.57,123.27,24.04,2.52,11.35,4.31
23444,23444,"Pâte sablée pur beurre, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, raw",Blanc d'oeuf,0.03,0.14,0.01,0.02,0.54,0.04,0.01,0.03,0.04,1.13,14.50,6.32,0.29,1.26,0.21
23444,23444,"Pâte sablée pur beurre, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, raw",Farine de blé,0.04,0.20,0.02,0.03,0.87,0.03,0.00,0.02,0.07,3.13,41.12,10.98,0.12,1.75,0.39
23444,23444,"Pâte sablée pur beurre, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, raw",Sucre blanc,0.02,0.10,0.01,0.01,0.37,0.02,0.00,0.01,0.03,0.92,5.60,4.30,0.39,0.99,0.23
23444,23444,"Pâte sablée pur beurre, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, pure butter, raw",Autres étapes,0.11,0.69,0.17,1.31,1.91,0.03,0.00,0.01,0.15,1.36,5.54,10.01,0.52,35.54,1.81
23440,23440,"Pâte sablée, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, raw",Beurre,0.28,3.87,0.11,0.13,6.23,0.21,0.03,0.12,0.48,9.57,123.27,24.04,2.52,11.35,4.31
23440,23440,"Pâte sablée, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, raw",Blanc d'oeuf,0.03,0.14,0.01,0.02,0.54,0.04,0.01,0.03,0.04,1.13,14.50,6.32,0.29,1.26,0.21
23440,23440,"Pâte sablée, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, raw",Farine de blé,0.04,0.20,0.02,0.03,0.87,0.03,0.00,0.02,0.07,3.13,41.12,10.98,0.12,1.75,0.39
23440,23440,"Pâte sablée, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, raw",Sucre blanc,0.02,0.10,0.01,0.01,0.37,0.02,0.00,0.01,0.03,0.92,5.60,4.30,0.39,0.99,0.23
23440,23440,"Pâte sablée, crue",produits céréaliers,farines et pâtes à tarte,"Shortbread dough, raw",Autres étapes,0.11,0.69,0.17,1.31,1.91,0.03,0.00,0.01,0.15,1.36,5.54,10.01,0.52,35.54,1.81
24071,24071,Sablé pâtissier,produits céréaliers,céréales de petit-déjeuner et biscuits,Shortbread pastry biscuit,Beurre,0.30,4.06,0.12,0.14,6.55,0.22,0.03,0.12,0.50,10.06,129.59,25.28,2.65,11.93,4.53
24071,24071,Sablé pâtissier,produits céréaliers,céréales de petit-déjeuner et biscuits,Shortbread pastry biscuit,Blanc d'oeuf,0.03,0.13,0.01,0.02,0.49,0.04,0.01,0.02,0.04,1.03,13.20,5.75,0.26,1.15,0.20
24071,24071,Sablé pâtissier,produits céréaliers,céréales de petit-déjeuner et biscuits,Shortbread pastry biscuit,Farine de blé,0.04,0.19,0.02,0.03,0.82,0.03,0.00,0.02,0.07,2.96,38.88,10.38,0.11,1.66,0.37
24071,24071,Sablé pâtissier,produits céréaliers,céréales de petit-déjeuner et biscuits,Shortbread pastry biscuit,Sucre blanc,0.03,0.14,0.01,0.01,0.53,0.03,0.00,0.02,0.04,1.31,7.95,6.11,0.55,1.40,0.33
24071,24071,Sablé pâtissier,produits céréaliers,céréales de petit-déjeuner et biscuits,Shortbread pastry biscuit,Autres étapes,0.07,0.40,0.11,0.66,1.07,0.03,0.00,0.01,0.11,1.24,9.07,19.64,0.27,18.09,1.00
10023,10023,Beignet de crevette,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Shrimp fritters,Œuf de poule,0.08,0.31,0.03,0.05,1.20,0.09,0.01,0.06,0.10,2.54,32.42,14.13,0.64,2.82,0.48
10023,10023,Beignet de crevette,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Shrimp fritters,Crevette,0.19,1.56,0.15,0.10,7.17,0.12,0.01,0.04,0.58,5.29,57.78,65.98,1.27,17.80,5.31
10023,10023,Beignet de crevette,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Shrimp fritters,Farine de blé,0.02,0.08,0.01,0.01,0.34,0.01,0.00,0.01,0.03,1.23,16.23,4.33,0.05,0.69,0.15
10023,10023,Beignet de crevette,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Shrimp fritters,Autres étapes,0.11,0.71,0.17,1.29,1.82,0.03,0.00,0.01,0.11,1.33,4.48,9.89,0.50,34.82,1.72
25437,25437,Gougère,entrées et plats composés,plats composés,Small cheese chou-pastry puff,Beurre,0.13,1.83,0.05,0.06,2.95,0.10,0.01,0.06,0.23,4.53,58.36,11.38,1.19,5.37,2.04
25437,25437,Gougère,entrées et plats composés,plats composés,Small cheese chou-pastry puff,Blanc d'oeuf,0.07,0.30,0.03,0.05,1.15,0.08,0.01,0.05,0.09,2.42,30.87,13.46,0.61,2.68,0.46
25437,25437,Gougère,entrées et plats composés,plats composés,Small cheese chou-pastry puff,Jaune d'œuf,0.04,0.16,0.01,0.03,0.60,0.04,0.01,0.03,0.05,1.27,16.25,7.08,0.32,1.41,0.24
25437,25437,Gougère,entrées et plats composés,plats composés,Small cheese chou-pastry puff,Gruyère,0.09,0.99,0.04,0.09,1.57,0.08,0.01,0.05,0.12,3.21,52.06,14.29,0.33,3.90,0.64
25437,25437,Gougère,entrées et plats composés,plats composés,Small cheese chou-pastry puff,Farine de blé,0.01,0.08,0.01,0.01,0.33,0.01,0.00,0.01,0.03,1.19,15.66,4.18,0.04,0.67,0.15
25437,25437,Gougère,entrées et plats composés,plats composés,Small cheese chou-pastry puff,Autres étapes,0.08,0.48,0.14,0.76,1.44,0.03,0.00,0.01,0.12,1.33,8.83,19.93,0.26,20.67,1.45
30125,30125,Saucisse alsacienne fumée ou Gendarme,"viandes, œufs, poissons",charcuteries,Smoked Alsatian sausage or Landjäger,Viande,0.99,6.28,0.53,3.21,14.41,0.93,0.13,0.57,1.15,30.19,411.35,158.99,5.65,94.07,7.62
30125,30125,Saucisse alsacienne fumée ou Gendarme,"viandes, œufs, poissons",charcuteries,Smoked Alsatian sausage or Landjäger,Abats de porc,0.04,0.26,0.02,0.14,0.56,0.04,0.01,0.03,0.04,1.34,16.71,6.14,0.23,3.62,0.25
30125,30125,Saucisse alsacienne fumée ou Gendarme,"viandes, œufs, poissons",charcuteries,Smoked Alsatian sausage or Landjäger,Sel,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.04,0.21,0.00,0.08,0.10
30125,30125,Saucisse alsacienne fumée ou Gendarme,"viandes, œufs, poissons",charcuteries,Smoked Alsatian sausage or Landjäger,Autres étapes,0.11,0.71,0.17,1.29,1.82,0.03,0.00,0.01,0.11,1.33,4.48,9.89,0.50,34.82,1.72
2500,2500,Smoothie,boissons,boissons sans alcool,Smoothie,Pomme de table,0.03,0.09,0.02,0.01,0.62,0.01,0.00,0.00,0.02,0.34,1.53,9.04,1.52,1.38,0.98
2500,2500,Smoothie,boissons,boissons sans alcool,Smoothie,Sucre blanc,0.02,0.08,0.01,0.01,0.30,0.02,0.00,0.01,0.02,0.75,4.53,3.47,0.31,0.80,0.19
2500,2500,Smoothie,boissons,boissons sans alcool,Smoothie,Autres étapes,0.07,0.52,0.12,0.70,1.50,0.02,0.00,0.01,0.08,1.16,4.11,6.26,0.25,21.76,1.18
10042,10042,"Escargot en sauce au beurre persillé, cuit","viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Snail in parsley butter, cooked",Beurre,0.25,3.37,0.10,0.11,5.44,0.19,0.02,0.10,0.42,8.35,107.55,20.98,2.20,9.90,3.76
10042,10042,"Escargot en sauce au beurre persillé, cuit","viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Snail in parsley butter, cooked",Persil,0.00,0.02,0.00,0.00,0.08,0.00,0.00,0.00,0.01,0.19,1.71,0.55,0.26,0.18,0.07
10042,10042,"Escargot en sauce au beurre persillé, cuit","viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Snail in parsley butter, cooked",Échalote,0.01,0.02,0.00,0.01,0.09,0.00,0.00,0.00,0.01,0.30,2.56,2.08,0.46,0.34,0.13
10042,10042,"Escargot en sauce au beurre persillé, cuit","viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Snail in parsley butter, cooked",Escargot,0.01,0.07,0.01,0.00,0.28,0.01,0.00,0.01,0.03,0.14,0.34,5.29,0.01,0.48,0.05
10042,10042,"Escargot en sauce au beurre persillé, cuit","viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Snail in parsley butter, cooked",Autres étapes,0.11,0.70,0.17,1.28,1.81,0.03,0.00,0.01,0.11,1.31,4.44,9.83,0.48,34.65,1.71
25399,25399,Feuilleté aux escargots,entrées et plats composés,feuilletées et autres entrées,Snails in puff pastry,Lait demi-écremé,0.03,0.32,0.01,0.02,0.49,0.02,0.00,0.02,0.03,1.06,18.12,4.75,0.10,0.83,0.17
25399,25399,Feuilleté aux escargots,entrées et plats composés,feuilletées et autres entrées,Snails in puff pastry,Graisse végétale (type margarine),0.09,0.32,0.03,0.02,2.16,0.06,0.01,0.04,0.13,4.27,42.18,53.66,1.07,2.74,1.04
25399,25399,Feuilleté aux escargots,entrées et plats composés,feuilletées et autres entrées,Snails in puff pastry,Farine de blé,0.04,0.18,0.02,0.03,0.80,0.03,0.00,0.02,0.06,2.87,37.74,10.08,0.11,1.61,0.36
25399,25399,Feuilleté aux escargots,entrées et plats composés,feuilletées et autres entrées,Snails in puff pastry,Sucre blanc,0.01,0.03,0.00,0.00,0.10,0.01,0.00,0.00,0.01,0.25,1.53,1.17,0.11,0.27,0.06
25399,25399,Feuilleté aux escargots,entrées et plats composés,feuilletées et autres entrées,Snails in puff pastry,Autres étapes,0.10,0.53,0.18,1.30,1.59,0.03,0.00,0.01,0.15,1.42,9.09,22.75,0.36,31.98,1.93
23939,23939,Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait,produits céréaliers,gâteaux et pâtisseries,Soft cake filled with chocolate or chocolate drops or milk,Beurre,0.11,1.45,0.04,0.05,2.34,0.08,0.01,0.04,0.18,3.60,46.36,9.04,0.95,4.27,1.62
23939,23939,Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait,produits céréaliers,gâteaux et pâtisseries,Soft cake filled with chocolate or chocolate drops or milk,Œuf de poule,0.05,0.21,0.02,0.04,0.81,0.06,0.01,0.04,0.07,1.72,21.92,9.56,0.44,1.90,0.32
23939,23939,Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait,produits céréaliers,gâteaux et pâtisseries,Soft cake filled with chocolate or chocolate drops or milk,Chocolat noir,0.56,8.12,0.32,0.26,13.58,0.20,0.03,0.11,0.88,26.76,67.89,222.47,3.65,22.20,6.60
23939,23939,Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait,produits céréaliers,gâteaux et pâtisseries,Soft cake filled with chocolate or chocolate drops or milk,Lait demi-écremé,0.01,0.16,0.00,0.01,0.24,0.01,0.00,0.01,0.01,0.52,8.89,2.33,0.05,0.41,0.09
23939,23939,Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait,produits céréaliers,gâteaux et pâtisseries,Soft cake filled with chocolate or chocolate drops or milk,Farine de blé,0.01,0.05,0.00,0.01,0.23,0.01,0.00,0.01,0.02,0.81,10.70,2.86,0.03,0.46,0.10
23939,23939,Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait,produits céréaliers,gâteaux et pâtisseries,Soft cake filled with chocolate or chocolate drops or milk,Sucre blanc,0.02,0.08,0.01,0.01,0.31,0.02,0.00,0.01,0.02,0.77,4.69,3.60,0.32,0.83,0.19
23939,23939,Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait,produits céréaliers,gâteaux et pâtisseries,Soft cake filled with chocolate or chocolate drops or milk,Autres étapes,0.07,0.59,0.10,0.65,1.33,0.02,0.00,0.01,0.06,1.15,4.21,6.08,0.40,21.12,0.80
23941,23941,Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré,produits céréaliers,gâteaux et pâtisseries,"Soft cake filled with fruits, mini sponge roll type",Œuf de poule,0.05,0.20,0.02,0.03,0.75,0.06,0.01,0.03,0.06,1.58,20.18,8.80,0.40,1.75,0.30
23941,23941,Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré,produits céréaliers,gâteaux et pâtisseries,"Soft cake filled with fruits, mini sponge roll type",Fromage frais crémeux,0.10,1.10,0.07,0.04,2.13,0.07,0.01,0.03,0.21,4.87,44.87,28.04,0.76,5.03,2.96
23941,23941,Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré,produits céréaliers,gâteaux et pâtisseries,"Soft cake filled with fruits, mini sponge roll type",Framboises,0.17,0.32,0.76,0.02,1.48,0.06,0.00,0.01,0.09,0.94,7.66,231.21,2.90,4.46,6.63
23941,23941,Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré,produits céréaliers,gâteaux et pâtisseries,"Soft cake filled with fruits, mini sponge roll type",Farine de blé,0.01,0.03,0.00,0.00,0.12,0.00,0.00,0.00,0.01,0.44,5.83,1.56,0.02,0.25,0.05
23941,23941,Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré,produits céréaliers,gâteaux et pâtisseries,"Soft cake filled with fruits, mini sponge roll type",Sucre blanc,0.02,0.09,0.01,0.01,0.36,0.02,0.00,0.01,0.03,0.89,5.40,4.14,0.37,0.95,0.22
23941,23941,Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré,produits céréaliers,gâteaux et pâtisseries,"Soft cake filled with fruits, mini sponge roll type",Autres étapes,0.07,0.59,0.10,0.65,1.33,0.02,0.00,0.01,0.06,1.15,4.21,6.08,0.40,21.12,0.80
23938,23938,Gâteau moelleux aux fruits à coque,produits céréaliers,gâteaux et pâtisseries,Soft cake with nuts,Beurre,0.21,2.83,0.08,0.10,4.56,0.16,0.02,0.09,0.35,7.01,90.29,17.61,1.85,8.31,3.16
23938,23938,Gâteau moelleux aux fruits à coque,produits céréaliers,gâteaux et pâtisseries,Soft cake with nuts,Œuf de poule,0.08,0.34,0.03,0.06,1.31,0.10,0.01,0.06,0.11,2.76,35.24,15.36,0.70,3.06,0.52
23938,23938,Gâteau moelleux aux fruits à coque,produits céréaliers,gâteaux et pâtisseries,Soft cake with nuts,Miel,0.08,0.34,0.03,0.06,1.31,0.10,0.01,0.06,0.11,2.76,35.24,15.36,0.70,3.06,0.52
23938,23938,Gâteau moelleux aux fruits à coque,produits céréaliers,gâteaux et pâtisseries,Soft cake with nuts,Noix,0.15,0.52,0.08,0.06,2.76,0.03,0.01,0.02,0.16,2.92,1.49,78.23,8.62,6.36,3.07
23938,23938,Gâteau moelleux aux fruits à coque,produits céréaliers,gâteaux et pâtisseries,Soft cake with nuts,Farine de blé,0.02,0.09,0.01,0.02,0.42,0.01,0.00,0.01,0.03,1.49,19.57,5.22,0.06,0.83,0.18
